feedback_id,viewing_id,applicant_id,property_id,timestamp,rating,sentiment,objections,comments
F-352,V-395,A-1107,P-1792,2026-07-16 12:00:00,5,1.0,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-353,V-396,A-1107,P-1321,2026-06-05 14:00:00,3,0.0,TRANSPORT,Applicant had reservations and asked for better matching alternatives.
F-354,V-397,A-1108,P-2306,2026-07-26 14:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-355,V-399,A-1108,P-1714,2026-05-15 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-356,V-400,A-1108,P-2827,2026-06-08 09:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-357,V-401,A-1108,P-2692,2026-06-23 11:00:00,5,1.0,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-358,V-402,A-1108,P-1412,2026-07-03 15:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-359,V-403,A-1108,P-2019,2026-07-15 11:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-360,V-404,A-1109,P-1718,2026-05-13 09:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-361,V-405,A-1109,P-2150,2026-06-12 16:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-362,V-406,A-1109,P-1501,2026-07-05 09:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-363,V-407,A-1110,P-2721,2026-05-20 17:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-364,V-408,A-1110,P-2943,2026-05-10 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-365,V-409,A-1110,P-1037,2026-07-02 17:00:00,3,0.0,TRANSPORT,Applicant had reservations and asked for better matching alternatives.
F-366,V-410,A-1110,P-1063,2026-07-20 11:00:00,2,-0.5,AREA|TERMS,Applicant had reservations and asked for better matching alternatives.
F-367,V-411,A-1111,P-1774,2026-07-29 12:00:00,2,-0.5,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-368,V-412,A-1111,P-1949,2026-08-07 14:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-369,V-413,A-1111,P-1883,2026-05-25 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-370,V-414,A-1112,P-2141,2026-07-15 14:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-371,V-415,A-1112,P-1410,2026-07-02 09:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-372,V-417,A-1113,P-1613,2026-06-01 11:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-373,V-419,A-1114,P-2533,2026-07-27 11:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-374,V-420,A-1114,P-1036,2026-05-23 15:00:00,2,-0.5,TRANSPORT|CONDITION,Applicant had reservations and asked for better matching alternatives.
F-375,V-421,A-1114,P-2397,2026-06-07 15:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-376,V-422,A-1115,P-2436,2026-06-30 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-377,V-423,A-1115,P-2501,2026-05-03 15:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-378,V-424,A-1115,P-2187,2026-05-13 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-379,V-426,A-1115,P-2676,2026-08-01 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-380,V-427,A-1115,P-1445,2026-05-24 14:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-381,V-428,A-1116,P-2677,2026-06-19 15:00:00,2,-0.5,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-382,V-429,A-1116,P-2223,2026-06-15 16:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-383,V-430,A-1116,P-2157,2026-07-02 11:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-384,V-431,A-1117,P-1846,2026-05-11 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-385,V-433,A-1117,P-2671,2026-06-17 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-386,V-434,A-1117,P-2203,2026-06-04 15:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-387,V-435,A-1117,P-1631,2026-07-28 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-388,V-436,A-1119,P-2695,2026-05-28 12:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-389,V-437,A-1119,P-1510,2026-05-04 15:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-390,V-438,A-1119,P-1519,2026-07-01 17:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-391,V-439,A-1120,P-2159,2026-08-07 16:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-392,V-440,A-1120,P-1148,2026-05-19 12:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-393,V-442,A-1121,P-2641,2026-07-27 16:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Shoreditch location, with questions about tenancy terms."
F-394,V-443,A-1121,P-2843,2026-06-08 15:00:00,4,0.5,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-395,V-444,A-1122,P-1006,2026-05-03 16:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-396,V-445,A-1122,P-1739,2026-05-23 11:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-397,V-447,A-1123,P-1478,2026-05-26 16:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-398,V-448,A-1123,P-2200,2026-06-07 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-399,V-449,A-1123,P-1257,2026-07-21 12:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-400,V-450,A-1124,P-1846,2026-06-12 15:00:00,4,0.5,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-401,V-451,A-1124,P-1910,2026-05-18 17:00:00,4,0.5,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-402,V-452,A-1124,P-1991,2026-06-05 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-403,V-453,A-1125,P-1257,2026-05-11 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-404,V-454,A-1125,P-1374,2026-05-27 10:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-405,V-455,A-1125,P-2052,2026-06-15 13:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-406,V-457,A-1126,P-1180,2026-06-28 14:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-407,V-458,A-1126,P-1191,2026-08-06 12:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Hackney location, with questions about tenancy terms."
F-408,V-459,A-1127,P-2634,2026-06-25 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-409,V-460,A-1127,P-2204,2026-05-23 15:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-410,V-461,A-1127,P-2458,2026-05-16 15:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-411,V-462,A-1128,P-1724,2026-06-14 17:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-412,V-463,A-1128,P-1457,2026-06-06 17:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-413,V-464,A-1128,P-2193,2026-08-05 12:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-414,V-465,A-1129,P-2219,2026-07-01 09:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-415,V-466,A-1129,P-1674,2026-06-10 17:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-416,V-467,A-1129,P-2928,2026-05-24 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-417,V-468,A-1129,P-2629,2026-05-18 11:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-418,V-470,A-1130,P-1971,2026-05-21 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-419,V-471,A-1130,P-2228,2026-05-10 14:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-420,V-473,A-1131,P-1509,2026-05-27 17:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-421,V-474,A-1132,P-1314,2026-05-13 12:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-422,V-477,A-1133,P-2210,2026-05-12 09:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-423,V-478,A-1133,P-2740,2026-08-08 13:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-424,V-479,A-1133,P-2304,2026-06-15 12:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-425,V-481,A-1134,P-1380,2026-07-02 15:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-426,V-482,A-1134,P-2299,2026-08-03 09:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-427,V-483,A-1134,P-1780,2026-05-23 14:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-428,V-485,A-1135,P-1842,2026-08-06 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-429,V-486,A-1135,P-2337,2026-07-07 17:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-430,V-487,A-1136,P-1142,2026-07-18 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-431,V-489,A-1136,P-2026,2026-07-17 17:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-432,V-490,A-1136,P-2570,2026-05-25 10:00:00,1,-1.0,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-433,V-492,A-1137,P-2463,2026-07-30 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-434,V-494,A-1138,P-2732,2026-05-18 13:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-435,V-495,A-1138,P-2742,2026-05-24 12:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-436,V-496,A-1138,P-2113,2026-07-30 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-437,V-497,A-1138,P-1319,2026-07-06 10:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-438,V-498,A-1138,P-1658,2026-07-04 13:00:00,5,1.0,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-439,V-499,A-1138,P-1490,2026-05-21 13:00:00,3,0.0,TRANSPORT,Applicant had reservations and asked for better matching alternatives.
F-440,V-500,A-1138,P-2330,2026-08-03 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-441,V-501,A-1138,P-2591,2026-06-30 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-442,V-502,A-1138,P-2755,2026-06-18 11:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Islington location, with questions about tenancy terms."
F-443,V-503,A-1138,P-2874,2026-06-12 16:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-444,V-504,A-1139,P-2922,2026-05-10 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-445,V-505,A-1139,P-1613,2026-07-03 13:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-446,V-506,A-1139,P-2660,2026-07-30 15:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-447,V-507,A-1139,P-2971,2026-05-16 14:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-448,V-509,A-1140,P-2357,2026-07-01 17:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-449,V-510,A-1140,P-2581,2026-05-26 10:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-450,V-511,A-1140,P-2202,2026-07-15 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-451,V-512,A-1140,P-1370,2026-05-03 09:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-452,V-513,A-1140,P-2220,2026-06-01 15:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-453,V-514,A-1140,P-1876,2026-06-22 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-454,V-515,A-1140,P-1376,2026-06-02 15:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-455,V-516,A-1140,P-2557,2026-07-06 09:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-456,V-517,A-1141,P-2731,2026-07-08 13:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-457,V-518,A-1141,P-2850,2026-06-28 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-458,V-519,A-1141,P-1121,2026-06-13 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-459,V-520,A-1142,P-2839,2026-08-10 15:00:00,2,-0.5,PRICE|TRANSPORT|AREA,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-460,V-521,A-1142,P-2473,2026-05-25 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-461,V-522,A-1142,P-1384,2026-05-28 09:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Chelsea location, with questions about tenancy terms."
F-462,V-523,A-1143,P-1201,2026-07-07 09:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-463,V-524,A-1143,P-2576,2026-07-20 13:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-464,V-525,A-1143,P-2250,2026-06-08 15:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-465,V-526,A-1143,P-1434,2026-05-17 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-466,V-527,A-1144,P-1603,2026-08-09 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-467,V-528,A-1144,P-2927,2026-06-14 14:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-468,V-529,A-1144,P-2771,2026-06-18 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-469,V-530,A-1144,P-2756,2026-06-14 12:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-470,V-531,A-1145,P-1255,2026-07-05 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-471,V-532,A-1145,P-1962,2026-07-14 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-472,V-533,A-1145,P-1534,2026-05-16 12:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-473,V-534,A-1145,P-1625,2026-05-13 15:00:00,4,0.5,TERMS,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-474,V-535,A-1146,P-2423,2026-06-03 11:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-475,V-536,A-1146,P-2340,2026-07-25 13:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-476,V-537,A-1146,P-2662,2026-06-26 15:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-477,V-538,A-1146,P-2194,2026-06-02 12:00:00,2,-0.5,PRICE|CONDITION,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-478,V-539,A-1147,P-2416,2026-05-14 12:00:00,2,-0.5,PRICE|AREA,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-479,V-540,A-1147,P-1027,2026-06-29 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-480,V-541,A-1147,P-2430,2026-05-13 15:00:00,4,0.5,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-481,V-542,A-1147,P-2077,2026-06-12 15:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-482,V-544,A-1148,P-2373,2026-05-07 17:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-483,V-545,A-1148,P-1045,2026-05-06 15:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-484,V-546,A-1148,P-2067,2026-08-04 16:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-485,V-547,A-1149,P-2324,2026-07-16 14:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-486,V-548,A-1149,P-2120,2026-05-10 11:00:00,3,0.0,,Applicant had reservations and asked for better matching alternatives.
F-487,V-549,A-1149,P-2656,2026-05-14 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-488,V-550,A-1149,P-1433,2026-05-17 14:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-489,V-551,A-1149,P-1346,2026-07-31 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-490,V-552,A-1150,P-2797,2026-07-12 15:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-491,V-555,A-1151,P-1629,2026-06-25 15:00:00,2,-0.5,PRICE|AREA,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-492,V-556,A-1151,P-2238,2026-07-14 15:00:00,2,-0.5,PRICE|SIZE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-493,V-557,A-1151,P-1476,2026-06-19 15:00:00,5,1.0,PRICE|TERMS,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-494,V-558,A-1152,P-2801,2026-06-29 13:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-495,V-559,A-1152,P-2122,2026-07-04 15:00:00,2,-0.5,PRICE|SIZE|TERMS,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-496,V-560,A-1153,P-2815,2026-07-28 17:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-497,V-561,A-1153,P-2972,2026-06-21 10:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-498,V-562,A-1153,P-1976,2026-07-28 16:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Croydon location, with questions about tenancy terms."
F-499,V-563,A-1153,P-2923,2026-05-12 10:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-500,V-565,A-1154,P-2695,2026-06-16 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-501,V-566,A-1154,P-2642,2026-08-06 17:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-502,V-567,A-1154,P-1476,2026-06-29 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Camden location, with questions about tenancy terms."
F-503,V-568,A-1155,P-1608,2026-08-03 10:00:00,4,0.5,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-504,V-569,A-1155,P-1352,2026-05-15 09:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-505,V-571,A-1155,P-2855,2026-07-01 11:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-506,V-572,A-1155,P-1161,2026-06-30 15:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-507,V-573,A-1156,P-2929,2026-07-05 16:00:00,3,0.0,PRICE|TRANSPORT,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-508,V-574,A-1157,P-1733,2026-07-04 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-509,V-575,A-1158,P-1784,2026-06-25 13:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-510,V-576,A-1158,P-2486,2026-06-10 11:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-511,V-578,A-1159,P-2644,2026-07-09 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-512,V-580,A-1159,P-2340,2026-06-05 16:00:00,4,0.5,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
F-513,V-582,A-1160,P-1270,2026-06-29 09:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-514,V-583,A-1160,P-1277,2026-06-05 15:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-515,V-586,A-1161,P-1747,2026-06-27 11:00:00,5,1.0,TRANSPORT|TERMS,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-516,V-587,A-1161,P-1645,2026-06-10 12:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-517,V-588,A-1161,P-1692,2026-06-18 16:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Greenwich location, with questions about tenancy terms."
F-518,V-589,A-1161,P-2433,2026-07-05 10:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-519,V-590,A-1161,P-1206,2026-08-05 14:00:00,5,1.0,TERMS,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-520,V-591,A-1161,P-1070,2026-07-11 17:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Stratford location, with questions about tenancy terms."
F-521,V-592,A-1162,P-2851,2026-05-06 11:00:00,3,0.0,PRICE,Applicant liked aspects of the property but raised price sensitivity versus budget.
F-522,V-593,A-1162,P-2598,2026-07-17 14:00:00,4,0.5,,"Positive viewing feedback. Applicant liked the layout and Battersea location, with questions about tenancy terms."
F-523,V-594,A-1162,P-1449,2026-07-22 13:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Wimbledon location, with questions about tenancy terms."
F-524,V-595,A-1162,P-2101,2026-07-19 10:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Fulham location, with questions about tenancy terms."
F-525,V-597,A-1163,P-2307,2026-06-05 16:00:00,5,1.0,PRICE,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-526,V-598,A-1163,P-1577,2026-06-15 12:00:00,5,1.0,TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-527,V-599,A-1163,P-1092,2026-07-26 17:00:00,4,0.5,PRICE,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-528,V-600,A-1163,P-2168,2026-07-28 15:00:00,5,1.0,PRICE|TRANSPORT,"Positive viewing feedback. Applicant liked the layout and Canary Wharf location, with questions about tenancy terms."
F-529,V-602,A-1164,P-1586,2026-05-06 09:00:00,5,1.0,,"Positive viewing feedback. Applicant liked the layout and Clapham location, with questions about tenancy terms."
