property_id,postcode,city,area,property_type,bedrooms,bathrooms,rent_pcm,sale_price,size_sqft,furnished,parking,garden,balcony,pets_allowed,available_date,amenities,description,latitude,longitude
P-1580,EC2A 7CJ,London,Shoreditch,flat,1,1,3325,,706,False,True,False,True,False,2026-07-25,balcony|concierge|parking|river-view|school|workspace,"A well-presented 1-bed flat in Shoreditch priced at £3325 pcm. Highlights include balcony, concierge, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534174,-0.081944
P-1581,E20 1DK,London,Stratford,flat,1,1,2775,,612,True,False,True,False,True,2026-08-15,concierge|garden|river-view,"A well-presented 1-bed flat in Stratford priced at £2775 pcm. Highlights include concierge, garden, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.548178,-0.035446
P-1582,EC2A 2AP,London,Shoreditch,house,3,3,4350,,1114,True,True,True,True,True,2026-09-10,balcony|gym|parking|school,"A well-presented 3-bed house in Shoreditch priced at £4350 pcm. Highlights include balcony, gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.509612,-0.074775
P-1583,CR0 6CN,London,Croydon,house,2,3,2575,,797,True,True,True,True,False,2026-09-17,balcony|garden|parking,"A well-presented 2-bed house in Croydon priced at £2575 pcm. Highlights include balcony, garden, parking. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.375233,-0.113195
P-1584,SW11 4AN,London,Battersea,flat,1,2,3325,,494,True,False,True,True,False,2026-08-17,balcony|concierge|garden|school,"A well-presented 1-bed flat in Battersea priced at £3325 pcm. Highlights include balcony, concierge, garden, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.470302,-0.138159
P-1585,SW6 9HK,London,Fulham,flat,2,3,4275,,969,False,True,False,True,False,2026-08-03,balcony|parking|transport|workspace,"A well-presented 2-bed flat in Fulham priced at £4275 pcm. Highlights include balcony, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.484726,-0.229698
P-1586,SW4 8HK,London,Clapham,flat,3,3,3825,,1160,False,False,False,False,True,2026-09-09,concierge|pet-friendly|school,"A well-presented 3-bed flat in Clapham priced at £3825 pcm. Highlights include concierge, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.483032,-0.139345
P-1587,SW6 8DM,London,Fulham,flat,2,2,4475,,935,True,True,True,False,True,2026-09-01,garden|parking|pet-friendly|river-view|school|transport,"A well-presented 2-bed flat in Fulham priced at £4475 pcm. Highlights include garden, parking, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.491417,-0.201597
P-1588,E8 4AM,London,Hackney,house,2,3,3225,,782,False,True,True,True,False,2026-10-11,garden|gym|parking|river-view,"A well-presented 2-bed house in Hackney priced at £3225 pcm. Highlights include garden, gym, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539101,-0.049091
P-1589,NW1 1CM,London,Camden,flat,1,1,3675,,810,True,True,False,True,True,2026-08-26,balcony|concierge|parking|pet-friendly|school|workspace,"A well-presented 1-bed flat in Camden priced at £3675 pcm. Highlights include balcony, concierge, parking, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.565625,-0.145463
P-1590,CR0 1DL,London,Croydon,flat,1,1,1625,,749,False,False,True,True,True,2026-10-18,garden|gym|school,"A well-presented 1-bed flat in Croydon priced at £1625 pcm. Highlights include garden, gym, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.365492,-0.090962
P-1591,NW1 7AM,London,Camden,flat,2,3,3450,,873,True,False,True,True,False,2026-09-27,balcony|concierge|garden|school|transport,"A well-presented 2-bed flat in Camden priced at £3450 pcm. Highlights include balcony, concierge, garden, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.531705,-0.152304
P-1592,SW4 8FJ,London,Clapham,maisonette,3,3,4250,,1184,True,False,True,True,False,2026-08-17,balcony|garden|gym|river-view|school|workspace,"A well-presented 3-bed maisonette in Clapham priced at £4250 pcm. Highlights include balcony, garden, gym, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.46341,-0.129988
P-1593,E8 3EP,London,Hackney,house,1,1,3250,,638,True,False,True,True,True,2026-09-25,balcony|garden|pet-friendly|river-view|school|transport,"A well-presented 1-bed house in Hackney priced at £3250 pcm. Highlights include balcony, garden, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.536385,-0.059449
P-1594,SW4 9EL,London,Clapham,flat,2,3,3825,,977,False,True,False,True,True,2026-07-26,balcony|parking|pet-friendly|school|workspace,"A well-presented 2-bed flat in Clapham priced at £3825 pcm. Highlights include balcony, parking, pet-friendly, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.46884,-0.155601
P-1595,SW19 9GK,London,Wimbledon,house,1,1,3125,,655,True,True,True,True,True,2026-08-06,balcony|concierge|parking|pet-friendly,"A well-presented 1-bed house in Wimbledon priced at £3125 pcm. Highlights include balcony, concierge, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.411337,-0.22236
P-1596,NW1 1CK,London,Camden,studio,0,1,2825,,710,True,True,True,False,False,2026-09-11,concierge|garden|gym|parking|transport|workspace,"A well-presented 0-bed studio in Camden priced at £2825 pcm. Highlights include concierge, garden, gym, parking, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.555248,-0.1302
P-1597,N1 3BK,London,Islington,flat,1,2,2675,,633,True,True,False,False,False,2026-09-15,concierge|gym|river-view|school|transport,"A well-presented 1-bed flat in Islington priced at £2675 pcm. Highlights include concierge, gym, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.546127,-0.122174
P-1598,SW3 4HL,London,Chelsea,house,3,3,5325,,1141,True,True,False,True,False,2026-07-24,balcony|concierge|parking|river-view|school|workspace,"A well-presented 3-bed house in Chelsea priced at £5325 pcm. Highlights include balcony, concierge, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.486665,-0.15268
P-1599,SE10 2EP,London,Greenwich,flat,2,2,2950,,976,True,True,True,True,True,2026-09-06,balcony|garden|parking|river-view|school|workspace,"A well-presented 2-bed flat in Greenwich priced at £2950 pcm. Highlights include balcony, garden, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.44963,-0.016695
P-1600,SW11 3BM,London,Battersea,house,2,3,4375,,910,False,False,False,False,True,2026-07-29,concierge|gym|pet-friendly|river-view|workspace,"A well-presented 2-bed house in Battersea priced at £4375 pcm. Highlights include concierge, gym, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.456608,-0.18768
P-1601,EC2A 4HM,London,Shoreditch,house,2,3,4050,,957,False,True,True,False,False,2026-08-08,garden|parking|school|workspace,"A well-presented 2-bed house in Shoreditch priced at £4050 pcm. Highlights include garden, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.529699,-0.004428
P-1602,NW1 1HJ,London,Camden,studio,0,1,2775,,639,True,True,False,True,True,2026-10-13,gym|parking|school,"A well-presented 0-bed studio in Camden priced at £2775 pcm. Highlights include gym, parking, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553396,-0.146536
P-1603,SW11 5BP,London,Battersea,flat,1,1,3625,,646,True,True,False,True,True,2026-09-03,balcony|gym|parking|pet-friendly|river-view|workspace,"A well-presented 1-bed flat in Battersea priced at £3625 pcm. Highlights include balcony, gym, parking, pet-friendly, river-view, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.456962,-0.161769
P-1604,CR0 5CK,London,Croydon,house,2,2,2400,,896,True,True,True,False,False,2026-10-09,garden|gym|parking|river-view|school|workspace,"A well-presented 2-bed house in Croydon priced at £2400 pcm. Highlights include garden, gym, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.390855,-0.106969
P-1605,E20 3HL,London,Stratford,flat,2,2,3075,,968,True,False,False,False,True,2026-08-20,concierge|pet-friendly|school,"A well-presented 2-bed flat in Stratford priced at £3075 pcm. Highlights include concierge, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.532529,0.010343
P-1606,SW11 1GK,London,Battersea,flat,2,2,4250,,949,True,False,False,True,False,2026-09-09,balcony|gym|river-view|transport,"A well-presented 2-bed flat in Battersea priced at £4250 pcm. Highlights include balcony, gym, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.45612,-0.170692
P-1607,EC2A 2DJ,London,Shoreditch,studio,0,1,3025,,783,False,False,False,True,True,2026-08-14,gym|pet-friendly|school|transport,"A well-presented 0-bed studio in Shoreditch priced at £3025 pcm. Highlights include gym, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.514974,-0.06169
P-1608,SW11 7BK,London,Battersea,flat,1,1,3750,,695,True,True,True,False,False,2026-08-06,concierge|garden|gym|parking|school|workspace,"A well-presented 1-bed flat in Battersea priced at £3750 pcm. Highlights include concierge, garden, gym, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.47214,-0.19402
P-1609,NW1 2EP,London,Camden,flat,2,3,3825,,903,True,True,False,False,True,2026-09-09,parking|pet-friendly|transport,"A well-presented 2-bed flat in Camden priced at £3825 pcm. Highlights include parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.528329,-0.125405
P-1610,E14 3EJ,London,Canary Wharf,flat,1,2,3550,,763,True,False,True,False,True,2026-09-03,garden|pet-friendly|river-view|transport,"A well-presented 1-bed flat in Canary Wharf priced at £3550 pcm. Highlights include garden, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.49234,-0.046529
P-1611,CR0 2FJ,London,Croydon,studio,0,1,1325,,648,False,True,False,False,True,2026-10-06,concierge|parking|pet-friendly|river-view|school|workspace,"A well-presented 0-bed studio in Croydon priced at £1325 pcm. Highlights include concierge, parking, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.388159,-0.106597
P-1612,SW3 7DN,London,Chelsea,flat,3,3,5375,,1107,True,False,False,True,False,2026-07-31,balcony|school|transport|workspace,"A well-presented 3-bed flat in Chelsea priced at £5375 pcm. Highlights include balcony, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.474355,-0.163329
P-1613,SE10 8FK,London,Greenwich,flat,4,3,4000,,1220,True,True,False,True,True,2026-09-02,balcony|concierge|gym|parking|pet-friendly,"A well-presented 4-bed flat in Greenwich priced at £4000 pcm. Highlights include balcony, concierge, gym, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.480357,-0.037049
P-1614,CR0 6DK,London,Croydon,house,2,3,2825,,1005,False,False,True,False,True,2026-07-30,garden|pet-friendly|school,"A well-presented 2-bed house in Croydon priced at £2825 pcm. Highlights include garden, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.386582,-0.0952
P-1615,CR0 8BK,London,Croydon,maisonette,3,3,2800,,1339,True,True,False,True,True,2026-10-13,gym|parking|pet-friendly|workspace,"A well-presented 3-bed maisonette in Croydon priced at £2800 pcm. Highlights include gym, parking, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.387386,-0.102458
P-1616,SE10 3DK,London,Greenwich,maisonette,3,3,3475,,1247,True,False,False,True,False,2026-08-15,balcony|concierge|gym|workspace,"A well-presented 3-bed maisonette in Greenwich priced at £3475 pcm. Highlights include balcony, concierge, gym, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.469347,0.008931
P-1617,SW19 3HM,London,Wimbledon,flat,1,1,2900,,595,True,False,False,True,False,2026-09-26,balcony|concierge|river-view|school|workspace,"A well-presented 1-bed flat in Wimbledon priced at £2900 pcm. Highlights include balcony, concierge, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.436077,-0.211059
P-1618,SW19 9CN,London,Wimbledon,house,1,2,3100,,817,False,False,False,True,True,2026-08-15,balcony|pet-friendly|river-view|transport,"A well-presented 1-bed house in Wimbledon priced at £3100 pcm. Highlights include balcony, pet-friendly, river-view, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.420648,-0.239711
P-1619,N1 4CK,London,Islington,flat,1,1,2875,,838,True,False,True,False,True,2026-07-25,garden|pet-friendly|river-view|school|workspace,"A well-presented 1-bed flat in Islington priced at £2875 pcm. Highlights include garden, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.557436,-0.103896
P-1620,SW6 2GJ,London,Fulham,house,1,1,3950,,780,True,True,False,True,True,2026-09-11,balcony|parking|pet-friendly|river-view|school,"A well-presented 1-bed house in Fulham priced at £3950 pcm. Highlights include balcony, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.502913,-0.180422
P-1621,SW19 7DK,London,Wimbledon,flat,3,3,3450,,1123,True,True,True,False,True,2026-07-28,concierge|garden|parking|pet-friendly|river-view|school,"A well-presented 3-bed flat in Wimbledon priced at £3450 pcm. Highlights include concierge, garden, parking, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.419927,-0.204719
P-1622,NW1 3AJ,London,Camden,flat,2,2,3350,,932,False,True,True,True,False,2026-10-14,concierge|garden|river-view,"A well-presented 2-bed flat in Camden priced at £3350 pcm. Highlights include concierge, garden, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540787,-0.15483
P-1623,SW11 7EP,London,Battersea,house,2,2,4075,,923,True,False,False,True,True,2026-08-04,balcony|gym|pet-friendly|river-view|school|workspace,"A well-presented 2-bed house in Battersea priced at £4075 pcm. Highlights include balcony, gym, pet-friendly, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.452377,-0.166305
P-1624,E20 3HJ,London,Stratford,flat,1,1,2325,,726,True,True,True,True,True,2026-08-01,balcony|concierge|garden|parking|river-view,"A well-presented 1-bed flat in Stratford priced at £2325 pcm. Highlights include balcony, concierge, garden, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.540508,0.004812
P-1625,SW4 2HN,London,Clapham,flat,1,1,3175,,831,True,True,True,True,True,2026-08-16,concierge|garden|gym|pet-friendly|river-view|school,"A well-presented 1-bed flat in Clapham priced at £3175 pcm. Highlights include concierge, garden, gym, pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.469279,-0.162039
P-1626,EC2A 3BL,London,Shoreditch,flat,1,1,2950,,762,True,False,True,True,True,2026-09-10,balcony|garden|pet-friendly|workspace,"A well-presented 1-bed flat in Shoreditch priced at £2950 pcm. Highlights include balcony, garden, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.528755,-0.067299
P-1627,E20 5AP,London,Stratford,flat,2,3,2875,,828,False,True,False,True,True,2026-07-29,balcony|parking|river-view|school|transport,"A well-presented 2-bed flat in Stratford priced at £2875 pcm. Highlights include balcony, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534297,0.015391
P-1628,E20 7FL,London,Stratford,flat,1,2,2750,,611,False,False,True,True,True,2026-09-05,garden|pet-friendly|school,"A well-presented 1-bed flat in Stratford priced at £2750 pcm. Highlights include garden, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.556106,-0.004464
P-1629,NW1 3AN,London,Camden,house,1,1,3500,,642,False,True,False,False,True,2026-09-29,concierge|pet-friendly|school|transport|workspace,"A well-presented 1-bed house in Camden priced at £3500 pcm. Highlights include concierge, pet-friendly, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534063,-0.12183
P-1630,N1 6AP,London,Islington,maisonette,2,2,3775,,925,True,True,True,True,False,2026-07-29,garden|parking|river-view|school,"A well-presented 2-bed maisonette in Islington priced at £3775 pcm. Highlights include garden, parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.550533,-0.070571
P-1631,SW4 7HP,London,Clapham,studio,0,1,2200,,627,True,True,False,True,True,2026-08-05,balcony|parking|river-view|school|workspace,"A well-presented 0-bed studio in Clapham priced at £2200 pcm. Highlights include balcony, parking, river-view, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.468042,-0.155681
P-1632,SW11 8CM,London,Battersea,flat,4,3,5375,,1499,True,True,False,False,False,2026-09-23,concierge|gym|school|transport,"A well-presented 4-bed flat in Battersea priced at £5375 pcm. Highlights include concierge, gym, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.462182,-0.180418
P-1633,CR0 6GL,London,Croydon,flat,1,1,2350,,692,True,False,False,True,True,2026-08-25,balcony|concierge|gym|transport,"A well-presented 1-bed flat in Croydon priced at £2350 pcm. Highlights include balcony, concierge, gym, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.369162,-0.094164
P-1634,CR0 2FM,London,Croydon,flat,1,2,1600,,771,True,False,False,False,False,2026-09-10,concierge|river-view|school,"A well-presented 1-bed flat in Croydon priced at £1600 pcm. Highlights include concierge, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.38104,-0.090503
P-1635,CR0 4BN,London,Croydon,flat,2,2,2250,,883,True,False,True,True,True,2026-08-09,balcony|concierge|garden|pet-friendly|transport|workspace,"A well-presented 2-bed flat in Croydon priced at £2250 pcm. Highlights include balcony, concierge, garden, pet-friendly, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.372737,-0.112308
P-1636,NW1 6CN,London,Camden,maisonette,2,3,3900,,1042,False,False,True,True,False,2026-10-09,balcony|garden|transport,"A well-presented 2-bed maisonette in Camden priced at £3900 pcm. Highlights include balcony, garden, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.537014,-0.154829
P-1637,SW19 5CP,London,Wimbledon,flat,1,2,3125,,653,False,False,False,False,True,2026-10-21,concierge|gym|pet-friendly|river-view|school|transport,"A well-presented 1-bed flat in Wimbledon priced at £3125 pcm. Highlights include concierge, gym, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.420279,-0.215928
P-1638,E14 4HL,London,Canary Wharf,flat,1,2,3325,,761,True,True,True,False,True,2026-09-10,garden|gym|parking|pet-friendly|school,"A well-presented 1-bed flat in Canary Wharf priced at £3325 pcm. Highlights include garden, gym, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.505571,-0.051874
P-1639,E14 3HP,London,Canary Wharf,maisonette,2,2,3775,,995,True,True,False,True,True,2026-08-31,balcony|concierge|parking|pet-friendly|school,"A well-presented 2-bed maisonette in Canary Wharf priced at £3775 pcm. Highlights include balcony, concierge, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490168,0.007145
P-1640,CR0 2EL,London,Croydon,house,3,3,3550,,1228,True,False,True,False,True,2026-08-17,concierge|pet-friendly|school|transport,"A well-presented 3-bed house in Croydon priced at £3550 pcm. Highlights include concierge, pet-friendly, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.395717,-0.107247
P-1641,SW11 8CN,London,Battersea,house,3,3,4550,,1180,False,True,True,False,True,2026-09-18,concierge|garden|gym|parking|pet-friendly|transport,"A well-presented 3-bed house in Battersea priced at £4550 pcm. Highlights include concierge, garden, gym, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.478206,-0.165174
P-1642,SW11 2CM,London,Battersea,flat,2,2,4250,,922,True,True,False,True,False,2026-10-18,balcony|parking|school|workspace,"A well-presented 2-bed flat in Battersea priced at £4250 pcm. Highlights include balcony, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.471656,-0.176219
P-1643,SE10 6GK,London,Greenwich,maisonette,2,3,2600,,951,False,True,False,True,False,2026-09-13,concierge|parking|river-view,"A well-presented 2-bed maisonette in Greenwich priced at £2600 pcm. Highlights include concierge, parking, river-view. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.460784,0.005975
P-1644,EC2A 3GP,London,Shoreditch,studio,0,1,3400,,624,True,False,False,True,True,2026-10-16,balcony|gym|pet-friendly,"A well-presented 0-bed studio in Shoreditch priced at £3400 pcm. Highlights include balcony, gym, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.539296,-0.096319
P-1645,E20 9DJ,London,Stratford,house,3,3,3600,,1246,True,True,True,False,True,2026-10-05,garden|parking|pet-friendly|river-view|school|transport,"A well-presented 3-bed house in Stratford priced at £3600 pcm. Highlights include garden, parking, pet-friendly, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.532817,0.0121
P-1646,SW19 3BL,London,Wimbledon,flat,4,3,4350,,1433,True,False,False,False,True,2026-09-30,concierge|pet-friendly|workspace,"A well-presented 4-bed flat in Wimbledon priced at £4350 pcm. Highlights include concierge, pet-friendly, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.436788,-0.186821
P-1647,SE10 2DP,London,Greenwich,flat,1,1,2350,,725,True,False,False,False,True,2026-08-16,pet-friendly|river-view|school,"A well-presented 1-bed flat in Greenwich priced at £2350 pcm. Highlights include pet-friendly, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.488007,-0.041357
P-1648,SW19 3BN,London,Wimbledon,flat,2,2,3375,,912,True,True,False,True,True,2026-07-28,parking|river-view|school,"A well-presented 2-bed flat in Wimbledon priced at £3375 pcm. Highlights include parking, river-view, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.439353,-0.214968
P-1649,E20 9EP,London,Stratford,maisonette,3,3,3600,,1139,True,True,False,True,False,2026-09-18,balcony|concierge|parking|school|workspace,"A well-presented 3-bed maisonette in Stratford priced at £3600 pcm. Highlights include balcony, concierge, parking, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553884,0.026497
P-1650,SE10 1DK,London,Greenwich,flat,1,1,2575,,639,True,True,False,True,True,2026-08-20,balcony|parking|school|transport|workspace,"A well-presented 1-bed flat in Greenwich priced at £2575 pcm. Highlights include balcony, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.475473,-0.009612
P-1651,SE10 5GP,London,Greenwich,studio,0,1,1750,,785,False,True,True,False,False,2026-09-13,garden|gym|parking|workspace,"A well-presented 0-bed studio in Greenwich priced at £1750 pcm. Highlights include garden, gym, parking, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.483472,-0.015107
P-1652,SW3 4FN,London,Chelsea,studio,0,1,4025,,760,True,True,True,False,True,2026-10-14,concierge|garden|pet-friendly,"A well-presented 0-bed studio in Chelsea priced at £4025 pcm. Highlights include concierge, garden, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.488662,-0.177769
P-1653,SW6 5BN,London,Fulham,flat,2,2,4175,,975,True,True,True,True,True,2026-10-19,balcony|concierge|garden|parking|pet-friendly|transport,"A well-presented 2-bed flat in Fulham priced at £4175 pcm. Highlights include balcony, concierge, garden, parking, pet-friendly, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.491419,-0.213381
P-1654,SW6 5AJ,London,Fulham,flat,1,1,3675,,742,True,True,False,False,True,2026-08-21,concierge|gym|parking|pet-friendly|school,"A well-presented 1-bed flat in Fulham priced at £3675 pcm. Highlights include concierge, gym, parking, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.472437,-0.193741
P-1655,E8 5EN,London,Hackney,maisonette,2,2,3475,,977,True,False,True,True,False,2026-07-30,concierge|garden|school,"A well-presented 2-bed maisonette in Hackney priced at £3475 pcm. Highlights include concierge, garden, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.536508,-0.068119
P-1656,SE10 9CP,London,Greenwich,flat,3,3,3025,,1151,True,True,True,True,True,2026-08-11,balcony|concierge|garden|gym|parking|pet-friendly,"A well-presented 3-bed flat in Greenwich priced at £3025 pcm. Highlights include balcony, concierge, garden, gym, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.490728,-0.021651
P-1657,E8 8FM,London,Hackney,studio,0,1,1750,,650,True,True,True,True,False,2026-08-29,balcony|garden|parking|school|transport,"A well-presented 0-bed studio in Hackney priced at £1750 pcm. Highlights include balcony, garden, parking, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.532537,-0.084663
P-1658,N1 2DJ,London,Islington,maisonette,2,2,3725,,845,False,False,True,True,False,2026-10-05,balcony|garden|gym|workspace,"A well-presented 2-bed maisonette in Islington priced at £3725 pcm. Highlights include balcony, garden, gym, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.553801,-0.092942
P-1659,E14 8HN,London,Canary Wharf,flat,1,2,3150,,624,True,True,False,True,False,2026-10-18,balcony|parking|river-view|school|transport,"A well-presented 1-bed flat in Canary Wharf priced at £3150 pcm. Highlights include balcony, parking, river-view, school, transport. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.491548,-0.055033
P-1660,SW6 9AN,London,Fulham,flat,2,2,4575,,871,False,True,True,True,True,2026-08-14,balcony|garden|parking|school|transport|workspace,"A well-presented 2-bed flat in Fulham priced at £4575 pcm. Highlights include balcony, garden, parking, school, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.486302,-0.215481
P-1661,CR0 1GM,London,Croydon,maisonette,1,1,1925,,619,True,True,False,False,True,2026-08-14,concierge|gym|parking|pet-friendly,"A well-presented 1-bed maisonette in Croydon priced at £1925 pcm. Highlights include concierge, gym, parking, pet-friendly. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.358599,-0.107225
P-1662,NW1 1GK,London,Camden,maisonette,2,2,3750,,1017,True,False,False,True,True,2026-10-14,balcony|concierge|gym|pet-friendly|school,"A well-presented 2-bed maisonette in Camden priced at £3750 pcm. Highlights include balcony, concierge, gym, pet-friendly, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.534494,-0.121318
P-1663,SW6 3GL,London,Fulham,house,1,1,3525,,786,True,False,True,False,True,2026-08-05,river-view|transport|workspace,"A well-presented 1-bed house in Fulham priced at £3525 pcm. Highlights include river-view, transport, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.465639,-0.178913
P-1664,E8 5DM,London,Hackney,flat,1,1,3075,,769,True,False,False,True,False,2026-09-09,concierge|school|workspace,"A well-presented 1-bed flat in Hackney priced at £3075 pcm. Highlights include concierge, school, workspace. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.557633,-0.051273
P-1665,N1 7AL,London,Islington,flat,1,2,3825,,630,True,False,True,True,True,2026-08-18,balcony|garden|gym|school,"A well-presented 1-bed flat in Islington priced at £3825 pcm. Highlights include balcony, garden, gym, school. Suitable for applicants prioritising practical access, clear tenancy terms and responsive management.",51.52808,-0.13964
